customer_id,gender,senior_citizen,partner,dependents,signup_date,tenure_months,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_tickets,has_support_ticket,avg_satisfaction_score,avg_monthly_data_gb,avg_monthly_call_minutes,tenure_bucket,annual_revenue_at_risk,total_addons_subscribed,is_churned
0201-MIBOL,Female,1,No,No,28-01-2019,66,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,No,0,73.87083,675.54167,4+ Years,0,3,0
0201-OAMXR,Female,0,No,No,30-09-2018,70,One year,No,Credit card (automatic),115.55,8127.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,4,75.45,548.70833,4+ Years,1386.6,6,1
0203-HHYIJ,Male,0,No,No,11-06-2022,25,One year,No,Bank transfer (automatic),25.3,676.35,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,69.27917,589,2-3 Years,303.6,0,1
0206-OYVOC,Female,0,Yes,Yes,19-09-2020,46,Two year,Yes,Mailed check,19.25,864.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,1.5,74.4375,623.375,3-4 Years,0,0,0
0206-TBWLC,Female,0,Yes,No,23-01-2020,54,One year,Yes,Mailed check,114.65,6049.5,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,58.09583,568,4+ Years,0,6,0
0207-MDKNV,Female,0,No,No,07-04-2023,15,Month-to-month,No,Electronic check,105.1,1582.75,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3.6667,54.56667,555.13333,1-2 Years,1261.2,5,1
0208-BPQEJ,Female,0,Yes,Yes,06-07-2023,12,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,64.88333,636.41667,0-1 Year,0,0,0
0212-ISBBF,Female,0,No,No,09-09-2022,22,Month-to-month,Yes,Electronic check,50.35,1098.85,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,1,Yes,1,72.34091,554.5,1-2 Years,0,3,0
0214-JHPFW,Female,0,Yes,No,30-09-2018,70,Two year,No,Bank transfer (automatic),57.8,4039.3,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1,Yes,4,67.025,664.375,4+ Years,0,5,0
0215-BQKGS,Male,0,No,No,12-01-2022,30,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,0,No,0,65.0625,537.75,2-3 Years,0,3,0
0218-QNVAS,Male,0,Yes,Yes,31-08-2018,71,One year,No,Bank transfer (automatic),100.55,7113.75,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,No,0,84.075,528.41667,4+ Years,0,3,0
0219-QAERP,Male,0,Yes,No,12-01-2022,30,One year,No,Credit card (automatic),19.8,576.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,61.47083,577.25,2-3 Years,0,0,0
0219-YTZUE,Male,0,Yes,Yes,02-03-2024,4,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,1,Yes,1,70.175,588.5,0-1 Year,1017.6,2,1
0220-EBGCE,Male,0,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,1,Yes,4,85.7,555.5,0-1 Year,1030.2,2,1
0221-NAUXK,Male,0,No,Yes,04-09-2023,10,One year,Yes,Bank transfer (automatic),19.95,219.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,1.6667,53.19,784,0-1 Year,0,0,0
0221-WMXNQ,Male,1,No,No,02-03-2024,4,Month-to-month,No,Electronic check,75.35,273.4,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,2,Yes,1.5,71.225,667.5,0-1 Year,0,1,0
0222-CNVPT,Male,1,No,No,23-03-2020,52,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,0,No,0,87.04167,584.25,4+ Years,0,3,0
0224-HJAPT,Male,0,No,No,01-02-2024,5,Month-to-month,No,Electronic check,47.15,223.15,Yes,Yes,Yes,DSL,No,No,No,No,No,No,3,Yes,4,86.48,706.8,0-1 Year,565.8,0,1
0224-NIJLP,Male,0,Yes,Yes,03-11-2023,8,Two year,No,Mailed check,20.15,165.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,70.2125,917.875,0-1 Year,0,0,0
0224-RLWWD,Female,1,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,44.3,89.3,No,Yes,No,DSL,No,No,No,No,No,No,0,No,0,73.75,432,0-1 Year,0,0,0
0225-ZORZP,Male,0,No,No,01-04-2024,3,Month-to-month,No,Electronic check,84.3,235.05,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0,No,0,81.13333,507.66667,0-1 Year,0,2,0
0228-MAUWC,Male,0,No,No,08-12-2022,19,Month-to-month,No,Electronic check,59.55,1144.6,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,0,No,0,84.21053,711.47368,1-2 Years,0,2,0
0229-LFJAF,Male,0,No,No,01-08-2018,72,Two year,No,Bank transfer (automatic),69.65,4908.25,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2,Yes,3.5,78.48333,591.95833,4+ Years,0,4,0
0230-UBYPQ,Male,1,Yes,No,28-04-2019,63,One year,No,Bank transfer (automatic),36.1,2298.9,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,1,Yes,3,79.5,613.91667,4+ Years,0,2,0
0230-WEQUW,Male,0,Yes,No,28-01-2019,66,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,1,Yes,3,81.91667,706.25,4+ Years,0,5,0
0231-LXVAP,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,3,Yes,2.6667,148.5,769,0-1 Year,910.8,1,1
0233-FTHAV,Female,0,No,No,27-07-2019,60,One year,Yes,Bank transfer (automatic),79.2,4765,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0,No,0,80.05417,706.70833,4+ Years,0,1,0
0234-TEVTT,Female,0,Yes,Yes,21-07-2020,48,One year,No,Credit card (automatic),45,2196.3,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,1,Yes,4,59.75417,646.125,3-4 Years,0,3,0
0235-KGSLC,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,1,Yes,5,97.9,930,0-1 Year,1026.6,2,1
0236-HFWSV,Male,0,No,No,07-04-2023,15,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,3,87.92667,629.46667,1-2 Years,1120.2,2,1
0237-YFUTL,Female,0,Yes,No,22-05-2020,50,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0,No,0,91.6375,580.91667,4+ Years,0,5,0
0238-WHBIQ,Male,0,Yes,Yes,01-08-2018,72,Two year,No,Credit card (automatic),89.7,6339.3,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,1.5,59.20417,588,4+ Years,0,6,0
0239-OXEXL,Female,0,No,No,19-09-2020,46,Month-to-month,No,Mailed check,84.25,3847.6,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,0,No,0,80.17917,627.125,3-4 Years,0,2,0
0244-LGNFY,Female,0,Yes,Yes,01-08-2018,72,Two year,No,Bank transfer (automatic),92.65,6733,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,52.55417,609.91667,4+ Years,0,6,0
0247-SLUJI,Male,0,Yes,Yes,31-05-2024,1,Month-to-month,No,Mailed check,19.7,19.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1.5,21.8,353,0-1 Year,0,0,0
0248-IPDFW,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,50.1,50.1,No,Yes,Yes,DSL,No,No,No,No,No,No,2,Yes,3.5,48.9,319,0-1 Year,0,0,0
0248-PGHBZ,Female,1,No,No,29-12-2018,67,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,2,Yes,3.5,76.99167,547.66667,4+ Years,0,4,0
0253-ZTEOB,Female,0,Yes,Yes,21-07-2020,48,Two year,No,Electronic check,79.65,3870.3,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,0,No,0,71.82917,635.625,3-4 Years,0,4,0
0254-FNMCI,Female,0,No,No,01-08-2018,72,Two year,Yes,Electronic check,109.9,7624.2,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,3.5,67.91667,615.54167,4+ Years,0,6,0
0254-KCJGT,Male,0,Yes,No,23-03-2020,52,One year,Yes,Credit card (automatic),81.4,4354.45,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2,Yes,2,77.47083,562.45833,4+ Years,0,5,0
0254-WWRKD,Female,0,Yes,Yes,29-12-2018,67,One year,No,Credit card (automatic),50.55,3431.75,No,Yes,No,DSL,No,Yes,No,No,No,No,0,No,0,83.83333,583.95833,4+ Years,0,1,0
0256-LTHVJ,Female,0,Yes,Yes,13-03-2022,28,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,4,71.95417,585.66667,2-3 Years,972.6,1,1
0257-KXZGU,Female,0,Yes,Yes,13-11-2021,32,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,Yes,Yes,DSL,No,Yes,Yes,No,No,No,2,Yes,3.5,72.77083,567.375,2-3 Years,0,2,0
0257-ZESQC,Female,1,Yes,No,12-04-2022,27,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,2,Yes,3.5,78.00833,749.70833,2-3 Years,902.4,1,1
0258-NOKBL,Male,0,No,No,01-04-2024,3,Month-to-month,No,Electronic check,90.4,268.45,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,0,No,0,77.9,587.33333,0-1 Year,0,3,0
0259-GBZSH,Male,0,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2,Yes,3.5,68.6,599.5,0-1 Year,1027.8,1,1
0260-ZDLGK,Female,0,No,Yes,04-10-2023,9,Month-to-month,Yes,Mailed check,72.9,651.4,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,3,Yes,3,82.52222,681.11111,0-1 Year,874.8,4,1
0263-FJTQO,Male,0,Yes,Yes,22-05-2020,50,Two year,Yes,Credit card (automatic),70.5,3486.65,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,2,Yes,3.5,84.52917,653.375,4+ Years,0,3,0
0264-CNITK,Female,0,Yes,Yes,31-08-2018,71,Two year,No,Bank transfer (automatic),20.1,1389.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,70.45417,562.95833,4+ Years,0,0,0
0265-EDXBD,Male,1,Yes,No,13-11-2021,32,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,Yes,1.5,72.25,711.54167,2-3 Years,898.8,0,1
0265-PSUAE,Female,0,Yes,Yes,08-03-2023,16,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,0,No,0,73.65,368.5625,1-2 Years,0,4,0
0266-CLZKZ,Female,0,Yes,Yes,29-12-2018,67,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,Yes,2,81.22917,661.375,4+ Years,0,4,0
0266-GMEAO,Male,0,Yes,Yes,01-08-2018,72,Two year,Yes,Credit card (automatic),114.3,8058.55,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,1,55.40417,644.33333,4+ Years,0,6,0
0268-QKIWO,Female,0,No,No,01-04-2024,3,Month-to-month,No,Electronic check,19.75,58.85,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,56.83333,819,0-1 Year,237,0,1
0269-XFESX,Male,0,Yes,Yes,10-08-2022,23,One year,No,Mailed check,24.35,538.5,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,67.94783,543.52174,1-2 Years,0,0,0
0270-THENM,Male,0,Yes,Yes,01-08-2018,72,Two year,No,Bank transfer (automatic),69.85,5102.35,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,1,Yes,2,70.32917,640.08333,4+ Years,0,4,0
0274-JKUJR,Male,0,Yes,Yes,03-12-2023,7,Month-to-month,No,Mailed check,58.85,465.7,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,1,Yes,4,74,485.42857,0-1 Year,0,5,0
0277-BKSQP,Male,0,Yes,Yes,03-11-2023,8,Month-to-month,Yes,Electronic check,54.4,475.1,No,Yes,No,DSL,No,No,No,No,Yes,No,0,No,0,83.75,688.25,0-1 Year,0,1,0
0277-ORXQS,Male,0,Yes,Yes,28-01-2019,66,Two year,No,Bank transfer (automatic),50.55,3364.55,No,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,4,Yes,3.5,69.2125,613.41667,4+ Years,0,3,0
0278-YXOOG,Male,0,No,No,01-02-2024,5,Month-to-month,No,Mailed check,21.05,113.85,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3.5,58.8,411.4,0-1 Year,252.6,0,1
0280-XJGEX,Male,0,No,No,21-06-2020,49,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,3.6667,69.51667,598.41667,4+ Years,1244.4,4,1
0281-CNTZX,Male,0,Yes,No,28-04-2019,63,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,79.07083,736.45833,4+ Years,0,0,0
0282-NVSJS,Female,1,Yes,Yes,06-07-2023,12,Month-to-month,Yes,Mailed check,29.3,355.9,No,No,No phone service,DSL,No,No,No,Yes,No,No,0,No,0,78.225,666,0-1 Year,0,1,0
0285-INHLN,Male,0,Yes,Yes,12-04-2022,27,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,Yes,No,DSL,Yes,Yes,No,No,No,No,0,No,0,91.89167,691.75,2-3 Years,0,2,0
0289-IVARM,Female,0,No,No,15-08-2021,35,Month-to-month,No,Electronic check,60.55,1982.6,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,2,Yes,4.5,87.44167,572.70833,2-3 Years,0,3,0
0292-WEGCH,Female,0,Yes,Yes,23-01-2020,54,Month-to-month,Yes,Electronic check,86.2,4524.05,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1,Yes,5,82.9,625.75,4+ Years,0,5,0
0295-PPHDO,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,3.5,13.2,289,0-1 Year,1145.4,2,1
0295-QVKPB,Male,0,No,No,01-02-2024,5,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,1,Yes,4,25.86,802,0-1 Year,0,3,0
0297-RBCSG,Male,0,No,No,08-12-2022,19,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,0,No,0,74.54737,639.31579,1-2 Years,0,3,0
0298-XACET,Male,0,Yes,Yes,23-03-2020,52,Two year,No,Mailed check,50.2,2554,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,2,Yes,3,76.69583,562.125,4+ Years,0,4,0
0301-FIDRB,Female,0,Yes,Yes,01-08-2018,72,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,3.5,73.39167,687.91667,4+ Years,0,6,0
0301-KOBTQ,Male,0,No,No,13-11-2021,32,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,82.00833,561.75,2-3 Years,0,0,0
0302-JOIVN,Female,0,Yes,No,03-11-2023,8,Month-to-month,No,Electronic check,101.15,842.9,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,Yes,5,75.375,608.375,0-1 Year,1213.8,4,1
0303-UNCIP,Male,0,No,No,16-02-2021,41,One year,No,Mailed check,65,2531.8,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,4,Yes,2,78.32917,556.45833,3-4 Years,0,2,0
0303-WMMRN,Male,0,No,No,01-02-2024,5,Month-to-month,Yes,Mailed check,19.25,86.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,52.22,624.6,0-1 Year,0,0,0
0305-SQECB,Female,0,No,Yes,05-08-2023,11,One year,Yes,Mailed check,36.05,402.6,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,1,Yes,1,83.99091,721.54545,0-1 Year,0,2,0
0306-JAELE,Male,0,No,No,01-02-2024,5,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,2,Yes,4,44.96,586.4,0-1 Year,1153.2,3,1
0307-BCOPK,Female,0,No,No,08-03-2023,16,One year,No,Mailed check,19.05,326.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,5,67.49375,602.875,1-2 Years,0,0,0
0308-GIQJT,Male,1,No,No,31-08-2018,71,One year,No,Bank transfer (automatic),105.75,7382.85,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1,Yes,5,77.17083,712.83333,4+ Years,0,4,0
0308-IVGOK,Female,0,No,No,05-08-2023,11,One year,Yes,Credit card (automatic),40.4,422.6,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,0,No,0,72.17273,617.90909,0-1 Year,0,3,0
0310-MVLET,Female,0,Yes,Yes,27-06-2019,61,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,2,Yes,3.5,68.925,629.375,4+ Years,1189.8,3,1
0310-SUCIN,Female,0,Yes,No,31-08-2018,71,One year,Yes,Bank transfer (automatic),84.8,6046.1,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,3,86.40833,657.20833,4+ Years,0,6,0
0310-VQXAM,Male,0,No,No,04-10-2023,9,Month-to-month,No,Mailed check,19.85,178.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,78.25556,430.88889,0-1 Year,0,0,0
0311-QYWSS,Female,0,No,No,02-01-2024,6,Month-to-month,Yes,Electronic check,49.45,314.6,No,Yes,No,DSL,Yes,No,No,No,No,No,0,No,0,66,448.83333,0-1 Year,0,1,0
0311-UNPFF,Female,0,No,No,12-05-2022,26,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,1,72.81667,531.25,2-3 Years,1065.6,2,1
0314-TKOSI,Female,0,No,No,02-01-2024,6,Month-to-month,No,Mailed check,55.15,322.9,No,Yes,No,DSL,Yes,Yes,No,No,No,No,1,Yes,3,62.93333,601,0-1 Year,0,2,0
0315-LVCRK,Male,0,No,No,05-08-2023,11,Month-to-month,No,Electronic check,84.8,888.75,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,3,Yes,3.6667,102.63636,493.63636,0-1 Year,0,2,0
0318-QUUOB,Male,0,Yes,No,31-05-2024,1,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Yes,3,36.4,1009,0-1 Year,966.6,1,1
0318-ZOPWS,Female,0,Yes,No,21-06-2020,49,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,77.27917,658.20833,4+ Years,0,0,0
0319-QZTCO,Female,0,Yes,Yes,01-04-2024,3,Month-to-month,Yes,Credit card (automatic),58.7,168.6,No,Yes,No,DSL,No,Yes,No,No,Yes,No,1,Yes,2,32.63333,891,0-1 Year,0,2,0
0320-DWVTU,Female,0,No,No,22-02-2020,53,Two year,No,Mailed check,99.5,5424.25,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2,Yes,3,68.0875,536.41667,4+ Years,0,5,0
0320-JDNQG,Male,0,Yes,Yes,10-08-2022,23,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,3,Yes,3.3333,82.2,658.6087,1-2 Years,1198.2,4,1
0322-CHQRU,Male,0,No,No,01-05-2024,2,Month-to-month,No,Electronic check,45.35,89.5,Yes,Yes,No,DSL,No,No,No,No,No,No,3,Yes,2,72.15,653.5,0-1 Year,544.2,0,1
0322-YINQP,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,Yes,No,DSL,Yes,No,No,No,No,No,2,Yes,3,110.6,660,0-1 Year,582.6,1,1
0323-XWWTN,Male,0,No,Yes,01-04-2024,3,Two year,Yes,Mailed check,26.4,121.25,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,74.43333,702.33333,0-1 Year,0,0,0
0324-BRPCJ,Female,1,Yes,No,29-11-2018,68,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,2.3333,66.18333,630.08333,4+ Years,1202.4,3,1
0325-XBFAC,Male,0,No,No,03-11-2023,8,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3,Yes,4,96.625,624.5,0-1 Year,1136.4,3,1
0326-VDYXE,Female,0,Yes,No,30-09-2018,70,One year,Yes,Electronic check,97.65,6982.5,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,No,0,68.9375,701.20833,4+ Years,0,3,0
0327-WFZSY,Male,0,Yes,Yes,17-04-2021,39,One year,No,Electronic check,100,3835.55,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,Yes,5,75.39167,663.20833,3-4 Years,0,3,0
0328-GRPMV,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,2.6667,88.7,865,0-1 Year,841.2,0,1
0329-GTIAJ,Female,0,No,No,01-04-2024,3,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,3,Yes,4.6667,75.5,717.66667,0-1 Year,1174.8,4,1
0330-BGYZE,Male,0,Yes,No,27-07-2019,60,One year,No,Bank transfer (automatic),102.5,6157.6,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,2,86.55417,696.58333,4+ Years,0,4,0
0330-IVZHA,Female,0,Yes,No,01-02-2024,5,Month-to-month,No,Electronic check,69.95,330.15,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,2,Yes,1.5,100.28,789,0-1 Year,839.4,0,1
0334-GDDSO,Male,1,No,No,01-04-2024,3,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,3,Yes,3,92.9,688,0-1 Year,976.2,1,1
0334-ZFJSR,Female,0,Yes,No,24-12-2019,55,One year,Yes,Credit card (automatic),66.05,3462.1,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,3,Yes,2.6667,86.10417,568.79167,4+ Years,0,3,0
0336-KXKFK,Male,0,No,No,01-08-2018,72,Two year,Yes,Credit card (automatic),61.2,4390.25,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0,No,0,75.7875,654.58333,4+ Years,0,5,0
0336-PIKEI,Male,1,Yes,No,01-08-2018,72,Two year,No,Bank transfer (automatic),74.4,5360.75,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,4,Yes,3,69.2125,679.29167,4+ Years,0,5,0
0337-CNPZE,Female,0,No,No,16-02-2021,41,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,1.6667,72.32083,580.66667,3-4 Years,1275.6,4,1
0343-QLUZP,Male,0,No,No,27-07-2019,60,Two year,No,Bank transfer (automatic),39.6,2424.5,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,0,No,0,67.4125,632.25,4+ Years,0,3,0
0345-HKJVM,Female,0,No,No,02-01-2024,6,Month-to-month,No,Electronic check,89.3,577.6,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,3,94.85,708.5,0-1 Year,1071.6,2,1
0345-XMMUG,Female,0,Yes,No,19-09-2020,46,Two year,Yes,Credit card (automatic),108.9,4854.3,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,Yes,1,78.67083,539.83333,3-4 Years,0,5,0
0347-UBKUZ,Female,0,No,No,07-04-2023,15,Month-to-month,No,Mailed check,19.9,320.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,2,81.4,547.6,1-2 Years,0,0,0
0348-SDKOL,Female,0,Yes,No,25-09-2019,58,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3,Yes,3,71.8875,583.125,4+ Years,1225.2,4,1
0354-VXMJC,Male,0,Yes,Yes,10-08-2022,23,Two year,No,Credit card (automatic),19.6,426.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,72.02609,708.17391,1-2 Years,0,0,0
0354-WYROK,Female,1,Yes,Yes,13-12-2021,31,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2,Yes,3.5,81.66667,591.91667,2-3 Years,1186.8,4,1
0356-ERHVT,Male,0,Yes,No,05-08-2023,11,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,No,Yes,No,DSL,No,No,No,No,No,No,0,No,0,82.71818,599.90909,0-1 Year,0,0,0
